Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value
CHEMBL5419719,,,480.52,0.0,2.74,BDBM567828,COC[C@@]1(N)CCCN(c2cnc(-c3ccc(F)cc3F)cc2Cn2cnc3c(N)ncnc32)C1,k_off,'=',,s-1,,,1198237,,,,,,0,CHEMBL5738380,"LC-MS/MS-Based NSD2 Enzymatic Assay: This assay employed LC-MS/MS technology to monitor the SAH production from the NSD2 enzymatic reaction. The enzymatic reaction was performed in white proxiplate plus 384-well microplate (Perkin Elmer). The reaction mixture (10 μL) were composed of 8 nM NSD2 [1-1365], 1 M SAM (USB, 10601) and 400 nM nucleosome (purified from mouse liver) in reaction buffer (20 mM Tris-HCl, pH at 8.0, 0.01% Tween 20, 10 mM MgCl2, 50 mM NaCl, 1 mM DTT, 1 mM TCEP (pH7.5)). After 90 min incubation at room temperature, 3 μL quenching solution containing 2.5% TFA with 320 nM d4-SAH was added to stop the reaction.For the inhibition assay, compound solutions were transferred into the wells by Mosquito (TTP LabTech). The inhibition assays were carried out by preincubating various concentrations of the inhibitor with 5 uL reaction mixture containing 16 nM NSD2 [1-1365] and 2 uM SAM (USB, 10601) in reaction buffer. After 20 min preincubation, 5 uL solution containing 800 nM nucleosome (purified from mouse liver) in reaction buffer was added to initiate the reaction. The reaction was stopped by 3 μL quenching solution containing 2.5% TFA with 320 nM d4-SAH after 90 min.The SAH production from the enzymatic assays were monitored by LC-MS/MS on an API 4000 triple quadrupole mass spec with Turbolon Spray (Applied Biosystem) coupled with Prominenece UFLC(Shimazu). Liquid chromatography was performed on a Chromolith FastGradient HPLC column (RP-18e, 25-2 mm, from Merck) at a flow rate of 0.8 ml/min. The column was connected directly to the turbo ion electrospray operating in the positive-ion mode. Mobile phase A is 0.1% FA and 2% methanol in water and mobile phase B is 0.1% FA in ACN. Injection volume was 3 μl and the autosampler was kept at 4 degree. SAH and d4-SAH were simultaneously monitored. Data were acquired and processed by Analyst software.To quantify the formed SAH, d4-SAH was added as internal standard (IS). A series of SAH (Sigma, A9384) solution at varying concentration (1-500 nM in reaction buffer) was mixed with quenching solution mentioned above. Then LC-MS/MS was carried out on API 4000 LC/MS/MS system to detect both SAH and d4-SAH. The plot of SAH peak area/IS peak area vs SAH concentration was used to generate the normalization factor of SAH. The SAH production from real enzymatic reaction was derived from the standard curve of SAH. The down-limit of our system for the detection of SAH is around 1-2 nM, and the linear range can reach up to 500 nM.",B,BAO_0000019,assay format,,,,,,,,,CHEMBL3108645,Histone-lysine N-methyltransferase NSD2,Homo sapiens,SINGLE PROTEIN,CHEMBL5729272,37,BindingDB Patent Bioactivity Data,,2022.0,,,,,
CHEMBL5947924,,,492.56,0.0,2.61,BDBM567832,COC[C@@]1(N)CCCN(c2cnc(-c3ccc(OC)cc3F)cc2Cn2cnc3c(N)ncnc32)C1,IC50,'=',5.5,nM,8.26,,1198241,UO_0000065,16.77,0.31,5.65,6.34,0,CHEMBL5738380,"LC-MS/MS-Based NSD2 Enzymatic Assay: This assay employed LC-MS/MS technology to monitor the SAH production from the NSD2 enzymatic reaction. The enzymatic reaction was performed in white proxiplate plus 384-well microplate (Perkin Elmer). The reaction mixture (10 μL) were composed of 8 nM NSD2 [1-1365], 1 M SAM (USB, 10601) and 400 nM nucleosome (purified from mouse liver) in reaction buffer (20 mM Tris-HCl, pH at 8.0, 0.01% Tween 20, 10 mM MgCl2, 50 mM NaCl, 1 mM DTT, 1 mM TCEP (pH7.5)). After 90 min incubation at room temperature, 3 μL quenching solution containing 2.5% TFA with 320 nM d4-SAH was added to stop the reaction.For the inhibition assay, compound solutions were transferred into the wells by Mosquito (TTP LabTech). The inhibition assays were carried out by preincubating various concentrations of the inhibitor with 5 uL reaction mixture containing 16 nM NSD2 [1-1365] and 2 uM SAM (USB, 10601) in reaction buffer. After 20 min preincubation, 5 uL solution containing 800 nM nucleosome (purified from mouse liver) in reaction buffer was added to initiate the reaction. The reaction was stopped by 3 μL quenching solution containing 2.5% TFA with 320 nM d4-SAH after 90 min.The SAH production from the enzymatic assays were monitored by LC-MS/MS on an API 4000 triple quadrupole mass spec with Turbolon Spray (Applied Biosystem) coupled with Prominenece UFLC(Shimazu). Liquid chromatography was performed on a Chromolith FastGradient HPLC column (RP-18e, 25-2 mm, from Merck) at a flow rate of 0.8 ml/min. The column was connected directly to the turbo ion electrospray operating in the positive-ion mode. Mobile phase A is 0.1% FA and 2% methanol in water and mobile phase B is 0.1% FA in ACN. Injection volume was 3 μl and the autosampler was kept at 4 degree. SAH and d4-SAH were simultaneously monitored. Data were acquired and processed by Analyst software.To quantify the formed SAH, d4-SAH was added as internal standard (IS). A series of SAH (Sigma, A9384) solution at varying concentration (1-500 nM in reaction buffer) was mixed with quenching solution mentioned above. Then LC-MS/MS was carried out on API 4000 LC/MS/MS system to detect both SAH and d4-SAH. The plot of SAH peak area/IS peak area vs SAH concentration was used to generate the normalization factor of SAH. The SAH production from real enzymatic reaction was derived from the standard curve of SAH. The down-limit of our system for the detection of SAH is around 1-2 nM, and the linear range can reach up to 500 nM.",B,BAO_0000019,assay format,,,,,,,,,CHEMBL3108645,Histone-lysine N-methyltransferase NSD2,Homo sapiens,SINGLE PROTEIN,CHEMBL5729272,37,BindingDB Patent Bioactivity Data,,2022.0,,,,,5.5
CHEMBL5739719,,,508.58,1.0,3.52,BDBM567833,CC(C)OC[C@@]1(N)CCCN(c2cnc(-c3ccc(F)c(F)c3)cc2Cn2cnc3c(N)ncnc32)C1,IC50,'=',5.5,nM,8.26,,1198242,UO_0000065,16.24,0.3,4.74,6.83,0,CHEMBL5738380,"LC-MS/MS-Based NSD2 Enzymatic Assay: This assay employed LC-MS/MS technology to monitor the SAH production from the NSD2 enzymatic reaction. The enzymatic reaction was performed in white proxiplate plus 384-well microplate (Perkin Elmer). The reaction mixture (10 μL) were composed of 8 nM NSD2 [1-1365], 1 M SAM (USB, 10601) and 400 nM nucleosome (purified from mouse liver) in reaction buffer (20 mM Tris-HCl, pH at 8.0, 0.01% Tween 20, 10 mM MgCl2, 50 mM NaCl, 1 mM DTT, 1 mM TCEP (pH7.5)). After 90 min incubation at room temperature, 3 μL quenching solution containing 2.5% TFA with 320 nM d4-SAH was added to stop the reaction.For the inhibition assay, compound solutions were transferred into the wells by Mosquito (TTP LabTech). The inhibition assays were carried out by preincubating various concentrations of the inhibitor with 5 uL reaction mixture containing 16 nM NSD2 [1-1365] and 2 uM SAM (USB, 10601) in reaction buffer. After 20 min preincubation, 5 uL solution containing 800 nM nucleosome (purified from mouse liver) in reaction buffer was added to initiate the reaction. The reaction was stopped by 3 μL quenching solution containing 2.5% TFA with 320 nM d4-SAH after 90 min.The SAH production from the enzymatic assays were monitored by LC-MS/MS on an API 4000 triple quadrupole mass spec with Turbolon Spray (Applied Biosystem) coupled with Prominenece UFLC(Shimazu). Liquid chromatography was performed on a Chromolith FastGradient HPLC column (RP-18e, 25-2 mm, from Merck) at a flow rate of 0.8 ml/min. The column was connected directly to the turbo ion electrospray operating in the positive-ion mode. Mobile phase A is 0.1% FA and 2% methanol in water and mobile phase B is 0.1% FA in ACN. Injection volume was 3 μl and the autosampler was kept at 4 degree. SAH and d4-SAH were simultaneously monitored. Data were acquired and processed by Analyst software.To quantify the formed SAH, d4-SAH was added as internal standard (IS). A series of SAH (Sigma, A9384) solution at varying concentration (1-500 nM in reaction buffer) was mixed with quenching solution mentioned above. Then LC-MS/MS was carried out on API 4000 LC/MS/MS system to detect both SAH and d4-SAH. The plot of SAH peak area/IS peak area vs SAH concentration was used to generate the normalization factor of SAH. The SAH production from real enzymatic reaction was derived from the standard curve of SAH. The down-limit of our system for the detection of SAH is around 1-2 nM, and the linear range can reach up to 500 nM.",B,BAO_0000019,assay format,,,,,,,,,CHEMBL3108645,Histone-lysine N-methyltransferase NSD2,Homo sapiens,SINGLE PROTEIN,CHEMBL5729272,37,BindingDB Patent Bioactivity Data,,2022.0,,,,,5.5
CHEMBL5739719,,,508.58,1.0,3.52,BDBM567833,CC(C)OC[C@@]1(N)CCCN(c2cnc(-c3ccc(F)c(F)c3)cc2Cn2cnc3c(N)ncnc32)C1,kon,'=',,,,,1198242,,,,,,0,CHEMBL5738380,"LC-MS/MS-Based NSD2 Enzymatic Assay: This assay employed LC-MS/MS technology to monitor the SAH production from the NSD2 enzymatic reaction. The enzymatic reaction was performed in white proxiplate plus 384-well microplate (Perkin Elmer). The reaction mixture (10 μL) were composed of 8 nM NSD2 [1-1365], 1 M SAM (USB, 10601) and 400 nM nucleosome (purified from mouse liver) in reaction buffer (20 mM Tris-HCl, pH at 8.0, 0.01% Tween 20, 10 mM MgCl2, 50 mM NaCl, 1 mM DTT, 1 mM TCEP (pH7.5)). After 90 min incubation at room temperature, 3 μL quenching solution containing 2.5% TFA with 320 nM d4-SAH was added to stop the reaction.For the inhibition assay, compound solutions were transferred into the wells by Mosquito (TTP LabTech). The inhibition assays were carried out by preincubating various concentrations of the inhibitor with 5 uL reaction mixture containing 16 nM NSD2 [1-1365] and 2 uM SAM (USB, 10601) in reaction buffer. After 20 min preincubation, 5 uL solution containing 800 nM nucleosome (purified from mouse liver) in reaction buffer was added to initiate the reaction. The reaction was stopped by 3 μL quenching solution containing 2.5% TFA with 320 nM d4-SAH after 90 min.The SAH production from the enzymatic assays were monitored by LC-MS/MS on an API 4000 triple quadrupole mass spec with Turbolon Spray (Applied Biosystem) coupled with Prominenece UFLC(Shimazu). Liquid chromatography was performed on a Chromolith FastGradient HPLC column (RP-18e, 25-2 mm, from Merck) at a flow rate of 0.8 ml/min. The column was connected directly to the turbo ion electrospray operating in the positive-ion mode. Mobile phase A is 0.1% FA and 2% methanol in water and mobile phase B is 0.1% FA in ACN. Injection volume was 3 μl and the autosampler was kept at 4 degree. SAH and d4-SAH were simultaneously monitored. Data were acquired and processed by Analyst software.To quantify the formed SAH, d4-SAH was added as internal standard (IS). A series of SAH (Sigma, A9384) solution at varying concentration (1-500 nM in reaction buffer) was mixed with quenching solution mentioned above. Then LC-MS/MS was carried out on API 4000 LC/MS/MS system to detect both SAH and d4-SAH. The plot of SAH peak area/IS peak area vs SAH concentration was used to generate the normalization factor of SAH. The SAH production from real enzymatic reaction was derived from the standard curve of SAH. The down-limit of our system for the detection of SAH is around 1-2 nM, and the linear range can reach up to 500 nM.",B,BAO_0000019,assay format,,,,,,,,,CHEMBL3108645,Histone-lysine N-methyltransferase NSD2,Homo sapiens,SINGLE PROTEIN,CHEMBL5729272,37,BindingDB Patent Bioactivity Data,,2022.0,,,,,
CHEMBL5739719,,,508.58,1.0,3.52,BDBM567833,CC(C)OC[C@@]1(N)CCCN(c2cnc(-c3ccc(F)c(F)c3)cc2Cn2cnc3c(N)ncnc32)C1,k_off,'=',,s-1,,,1198242,,,,,,0,CHEMBL5738380,"LC-MS/MS-Based NSD2 Enzymatic Assay: This assay employed LC-MS/MS technology to monitor the SAH production from the NSD2 enzymatic reaction. The enzymatic reaction was performed in white proxiplate plus 384-well microplate (Perkin Elmer). The reaction mixture (10 μL) were composed of 8 nM NSD2 [1-1365], 1 M SAM (USB, 10601) and 400 nM nucleosome (purified from mouse liver) in reaction buffer (20 mM Tris-HCl, pH at 8.0, 0.01% Tween 20, 10 mM MgCl2, 50 mM NaCl, 1 mM DTT, 1 mM TCEP (pH7.5)). After 90 min incubation at room temperature, 3 μL quenching solution containing 2.5% TFA with 320 nM d4-SAH was added to stop the reaction.For the inhibition assay, compound solutions were transferred into the wells by Mosquito (TTP LabTech). The inhibition assays were carried out by preincubating various concentrations of the inhibitor with 5 uL reaction mixture containing 16 nM NSD2 [1-1365] and 2 uM SAM (USB, 10601) in reaction buffer. After 20 min preincubation, 5 uL solution containing 800 nM nucleosome (purified from mouse liver) in reaction buffer was added to initiate the reaction. The reaction was stopped by 3 μL quenching solution containing 2.5% TFA with 320 nM d4-SAH after 90 min.The SAH production from the enzymatic assays were monitored by LC-MS/MS on an API 4000 triple quadrupole mass spec with Turbolon Spray (Applied Biosystem) coupled with Prominenece UFLC(Shimazu). Liquid chromatography was performed on a Chromolith FastGradient HPLC column (RP-18e, 25-2 mm, from Merck) at a flow rate of 0.8 ml/min. The column was connected directly to the turbo ion electrospray operating in the positive-ion mode. Mobile phase A is 0.1% FA and 2% methanol in water and mobile phase B is 0.1% FA in ACN. Injection volume was 3 μl and the autosampler was kept at 4 degree. SAH and d4-SAH were simultaneously monitored. Data were acquired and processed by Analyst software.To quantify the formed SAH, d4-SAH was added as internal standard (IS). A series of SAH (Sigma, A9384) solution at varying concentration (1-500 nM in reaction buffer) was mixed with quenching solution mentioned above. Then LC-MS/MS was carried out on API 4000 LC/MS/MS system to detect both SAH and d4-SAH. The plot of SAH peak area/IS peak area vs SAH concentration was used to generate the normalization factor of SAH. The SAH production from real enzymatic reaction was derived from the standard curve of SAH. The down-limit of our system for the detection of SAH is around 1-2 nM, and the linear range can reach up to 500 nM.",B,BAO_0000019,assay format,,,,,,,,,CHEMBL3108645,Histone-lysine N-methyltransferase NSD2,Homo sapiens,SINGLE PROTEIN,CHEMBL5729272,37,BindingDB Patent Bioactivity Data,,2022.0,,,,,
CHEMBL5783068,,,502.6,1.0,3.52,BDBM567834,Nc1ncnc2c1ncn2Cc1cc(-c2cccc(F)c2)ncc1N1CCC[C@](N)(COC2CCC2)C1,kon,'=',,,,,1198243,,,,,,0,CHEMBL5738380,"LC-MS/MS-Based NSD2 Enzymatic Assay: This assay employed LC-MS/MS technology to monitor the SAH production from the NSD2 enzymatic reaction. The enzymatic reaction was performed in white proxiplate plus 384-well microplate (Perkin Elmer). The reaction mixture (10 μL) were composed of 8 nM NSD2 [1-1365], 1 M SAM (USB, 10601) and 400 nM nucleosome (purified from mouse liver) in reaction buffer (20 mM Tris-HCl, pH at 8.0, 0.01% Tween 20, 10 mM MgCl2, 50 mM NaCl, 1 mM DTT, 1 mM TCEP (pH7.5)). After 90 min incubation at room temperature, 3 μL quenching solution containing 2.5% TFA with 320 nM d4-SAH was added to stop the reaction.For the inhibition assay, compound solutions were transferred into the wells by Mosquito (TTP LabTech). The inhibition assays were carried out by preincubating various concentrations of the inhibitor with 5 uL reaction mixture containing 16 nM NSD2 [1-1365] and 2 uM SAM (USB, 10601) in reaction buffer. After 20 min preincubation, 5 uL solution containing 800 nM nucleosome (purified from mouse liver) in reaction buffer was added to initiate the reaction. The reaction was stopped by 3 μL quenching solution containing 2.5% TFA with 320 nM d4-SAH after 90 min.The SAH production from the enzymatic assays were monitored by LC-MS/MS on an API 4000 triple quadrupole mass spec with Turbolon Spray (Applied Biosystem) coupled with Prominenece UFLC(Shimazu). Liquid chromatography was performed on a Chromolith FastGradient HPLC column (RP-18e, 25-2 mm, from Merck) at a flow rate of 0.8 ml/min. The column was connected directly to the turbo ion electrospray operating in the positive-ion mode. Mobile phase A is 0.1% FA and 2% methanol in water and mobile phase B is 0.1% FA in ACN. Injection volume was 3 μl and the autosampler was kept at 4 degree. SAH and d4-SAH were simultaneously monitored. Data were acquired and processed by Analyst software.To quantify the formed SAH, d4-SAH was added as internal standard (IS). A series of SAH (Sigma, A9384) solution at varying concentration (1-500 nM in reaction buffer) was mixed with quenching solution mentioned above. Then LC-MS/MS was carried out on API 4000 LC/MS/MS system to detect both SAH and d4-SAH. The plot of SAH peak area/IS peak area vs SAH concentration was used to generate the normalization factor of SAH. The SAH production from real enzymatic reaction was derived from the standard curve of SAH. The down-limit of our system for the detection of SAH is around 1-2 nM, and the linear range can reach up to 500 nM.",B,BAO_0000019,assay format,,,,,,,,,CHEMBL3108645,Histone-lysine N-methyltransferase NSD2,Homo sapiens,SINGLE PROTEIN,CHEMBL5729272,37,BindingDB Patent Bioactivity Data,,2022.0,,,,,
CHEMBL5889889,,,545.57,1.0,4.12,BDBM567992,Nc1ncnc2c1ncn2Cc1cc(-c2ccc(F)cc2)ncc1N1CCCC(N)(c2ccc(F)c(CF)n2)C1,IC50,'=',525.0,nM,6.28,,1198401,UO_0000065,11.51,0.21,2.16,5.04,0,CHEMBL5738380,"LC-MS/MS-Based NSD2 Enzymatic Assay: This assay employed LC-MS/MS technology to monitor the SAH production from the NSD2 enzymatic reaction. The enzymatic reaction was performed in white proxiplate plus 384-well microplate (Perkin Elmer). The reaction mixture (10 μL) were composed of 8 nM NSD2 [1-1365], 1 M SAM (USB, 10601) and 400 nM nucleosome (purified from mouse liver) in reaction buffer (20 mM Tris-HCl, pH at 8.0, 0.01% Tween 20, 10 mM MgCl2, 50 mM NaCl, 1 mM DTT, 1 mM TCEP (pH7.5)). After 90 min incubation at room temperature, 3 μL quenching solution containing 2.5% TFA with 320 nM d4-SAH was added to stop the reaction.For the inhibition assay, compound solutions were transferred into the wells by Mosquito (TTP LabTech). The inhibition assays were carried out by preincubating various concentrations of the inhibitor with 5 uL reaction mixture containing 16 nM NSD2 [1-1365] and 2 uM SAM (USB, 10601) in reaction buffer. After 20 min preincubation, 5 uL solution containing 800 nM nucleosome (purified from mouse liver) in reaction buffer was added to initiate the reaction. The reaction was stopped by 3 μL quenching solution containing 2.5% TFA with 320 nM d4-SAH after 90 min.The SAH production from the enzymatic assays were monitored by LC-MS/MS on an API 4000 triple quadrupole mass spec with Turbolon Spray (Applied Biosystem) coupled with Prominenece UFLC(Shimazu). Liquid chromatography was performed on a Chromolith FastGradient HPLC column (RP-18e, 25-2 mm, from Merck) at a flow rate of 0.8 ml/min. The column was connected directly to the turbo ion electrospray operating in the positive-ion mode. Mobile phase A is 0.1% FA and 2% methanol in water and mobile phase B is 0.1% FA in ACN. Injection volume was 3 μl and the autosampler was kept at 4 degree. SAH and d4-SAH were simultaneously monitored. Data were acquired and processed by Analyst software.To quantify the formed SAH, d4-SAH was added as internal standard (IS). A series of SAH (Sigma, A9384) solution at varying concentration (1-500 nM in reaction buffer) was mixed with quenching solution mentioned above. Then LC-MS/MS was carried out on API 4000 LC/MS/MS system to detect both SAH and d4-SAH. The plot of SAH peak area/IS peak area vs SAH concentration was used to generate the normalization factor of SAH. The SAH production from real enzymatic reaction was derived from the standard curve of SAH. The down-limit of our system for the detection of SAH is around 1-2 nM, and the linear range can reach up to 500 nM.",B,BAO_0000019,assay format,,,,,,,,,CHEMBL3108645,Histone-lysine N-methyltransferase NSD2,Homo sapiens,SINGLE PROTEIN,CHEMBL5729272,37,BindingDB Patent Bioactivity Data,,2022.0,,,,,525.0
CHEMBL5769385,,,531.55,1.0,3.79,BDBM567997,Nc1ncnc2c1ncn2Cc1cc(-c2ccc(F)c(F)c2)ncc1N1CCC[C@](N)(c2ncccc2F)C1,kon,'=',,,,,1198406,,,,,,0,CHEMBL5738380,"LC-MS/MS-Based NSD2 Enzymatic Assay: This assay employed LC-MS/MS technology to monitor the SAH production from the NSD2 enzymatic reaction. The enzymatic reaction was performed in white proxiplate plus 384-well microplate (Perkin Elmer). The reaction mixture (10 μL) were composed of 8 nM NSD2 [1-1365], 1 M SAM (USB, 10601) and 400 nM nucleosome (purified from mouse liver) in reaction buffer (20 mM Tris-HCl, pH at 8.0, 0.01% Tween 20, 10 mM MgCl2, 50 mM NaCl, 1 mM DTT, 1 mM TCEP (pH7.5)). After 90 min incubation at room temperature, 3 μL quenching solution containing 2.5% TFA with 320 nM d4-SAH was added to stop the reaction.For the inhibition assay, compound solutions were transferred into the wells by Mosquito (TTP LabTech). The inhibition assays were carried out by preincubating various concentrations of the inhibitor with 5 uL reaction mixture containing 16 nM NSD2 [1-1365] and 2 uM SAM (USB, 10601) in reaction buffer. After 20 min preincubation, 5 uL solution containing 800 nM nucleosome (purified from mouse liver) in reaction buffer was added to initiate the reaction. The reaction was stopped by 3 μL quenching solution containing 2.5% TFA with 320 nM d4-SAH after 90 min.The SAH production from the enzymatic assays were monitored by LC-MS/MS on an API 4000 triple quadrupole mass spec with Turbolon Spray (Applied Biosystem) coupled with Prominenece UFLC(Shimazu). Liquid chromatography was performed on a Chromolith FastGradient HPLC column (RP-18e, 25-2 mm, from Merck) at a flow rate of 0.8 ml/min. The column was connected directly to the turbo ion electrospray operating in the positive-ion mode. Mobile phase A is 0.1% FA and 2% methanol in water and mobile phase B is 0.1% FA in ACN. Injection volume was 3 μl and the autosampler was kept at 4 degree. SAH and d4-SAH were simultaneously monitored. Data were acquired and processed by Analyst software.To quantify the formed SAH, d4-SAH was added as internal standard (IS). A series of SAH (Sigma, A9384) solution at varying concentration (1-500 nM in reaction buffer) was mixed with quenching solution mentioned above. Then LC-MS/MS was carried out on API 4000 LC/MS/MS system to detect both SAH and d4-SAH. The plot of SAH peak area/IS peak area vs SAH concentration was used to generate the normalization factor of SAH. The SAH production from real enzymatic reaction was derived from the standard curve of SAH. The down-limit of our system for the detection of SAH is around 1-2 nM, and the linear range can reach up to 500 nM.",B,BAO_0000019,assay format,,,,,,,,,CHEMBL3108645,Histone-lysine N-methyltransferase NSD2,Homo sapiens,SINGLE PROTEIN,CHEMBL5729272,37,BindingDB Patent Bioactivity Data,,2022.0,,,,,
CHEMBL5619512,,,421.55,0.0,3.79,11,COc1cc2nc(N(C)C)nc(NC3CCN(Cc4ccccc4)CC3)c2cc1OC,IC50,'=',1514.0,nM,5.82,,,UO_0000065,13.81,0.26,2.03,9.27,0,CHEMBL5617079,Inhibition of recombinant human NSD2 (941 to 1240 residues) using unmethylated histone H3 as substrate incubated for 40 mins in the presence of SAM and nucleosomes by AlphaLISA method,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3108645,Histone-lysine N-methyltransferase NSD2,Homo sapiens,SINGLE PROTEIN,CHEMBL5614426,1,Scientific Literature,J Med Chem,2024.0,,TIME = 0.6667 hr,INHIBITOR,,1.514
CHEMBL5194309,,,306.34,0.0,3.22,9,Cn1cnc(-c2ccc(CN)cc2F)c1-c1ccc(C#N)cc1,IC50,'=',11190.0,nM,4.95,,,UO_0000065,16.16,0.29,1.73,7.32,0,CHEMBL5124717,Binding affinity to N-terminal His6/Sumo-tagged NSD2 PWWP1 domain (211 to 350 residues) (unknown origin) expressed in Escherichia coli BL21 (DE3) using ATKAARKSAPATGGV-Lys (me)2-KPHRYRPG polypeptide as substrate incubated for 3 hrs by HTRF assay,B,BAO_0000019,assay format,Homo sapiens,,,,,,,,CHEMBL3108645,Histone-lysine N-methyltransferase NSD2,Homo sapiens,SINGLE PROTEIN,CHEMBL5120900,1,Scientific Literature,J Med Chem,2022.0,,TIME = 3.0 hr,INHIBITOR,,11.19
CHEMBL4858012,,,366.85,0.0,3.04,11c,Cl.Nc1cccc2c(S(=O)(=O)NCc3ccc(F)cc3)cccc12,IC50,'=',14100.0,nM,4.85,,,UO_0000065,14.68,0.29,1.81,6.72,0,CHEMBL4827171,Inhibition of recombinant human N-terminal GST-tagged NSD2 CD (941 to 1240 residues) expressed in Escherichia coli using SAM as substrate in presence of nucleosomes by AlphaLISA method,B,BAO_0000019,assay format,Homo sapiens,,,,,,,,CHEMBL3108645,Histone-lysine N-methyltransferase NSD2,Homo sapiens,SINGLE PROTEIN,CHEMBL4825702,1,Scientific Literature,Eur J Med Chem,2021.0,,,INHIBITOR,,14.1
CHEMBL4853865,,,354.88,0.0,2.96,11j,Cl.Nc1cccc2c(S(=O)(=O)NCc3cccs3)cccc12,IC50,'=',26000.0,nM,4.58,,,UO_0000065,14.4,0.3,1.63,6.35,0,CHEMBL4827171,Inhibition of recombinant human N-terminal GST-tagged NSD2 CD (941 to 1240 residues) expressed in Escherichia coli using SAM as substrate in presence of nucleosomes by AlphaLISA method,B,BAO_0000019,assay format,Homo sapiens,,,,,,,,CHEMBL3108645,Histone-lysine N-methyltransferase NSD2,Homo sapiens,SINGLE PROTEIN,CHEMBL4825702,1,Scientific Literature,Eur J Med Chem,2021.0,,,INHIBITOR,,26.0
CHEMBL4867601,,,354.9,0.0,3.28,11k,Cl.Nc1cccc2c(S(=O)(=O)NCC3CCCCC3)cccc12,IC50,'>',20000.0,nM,,,,UO_0000065,,,,,0,CHEMBL4827171,Inhibition of recombinant human N-terminal GST-tagged NSD2 CD (941 to 1240 residues) expressed in Escherichia coli using SAM as substrate in presence of nucleosomes by AlphaLISA method,B,BAO_0000019,assay format,Homo sapiens,,,,,,,,CHEMBL3108645,Histone-lysine N-methyltransferase NSD2,Homo sapiens,SINGLE PROTEIN,CHEMBL4825702,1,Scientific Literature,Eur J Med Chem,2021.0,,,,,20.0
CHEMBL4847094,,,468.45,0.0,3.48,11w,Cl.Cl.O=S(=O)(NCc1ccccc1)c1cccc2c(NC3CCNCC3)cccc12,IC50,'=',10200.0,nM,4.99,,,UO_0000065,12.62,0.24,1.51,7.11,0,CHEMBL4827171,Inhibition of recombinant human N-terminal GST-tagged NSD2 CD (941 to 1240 residues) expressed in Escherichia coli using SAM as substrate in presence of nucleosomes by AlphaLISA method,B,BAO_0000019,assay format,Homo sapiens,,,,,,,,CHEMBL3108645,Histone-lysine N-methyltransferase NSD2,Homo sapiens,SINGLE PROTEIN,CHEMBL4825702,1,Scientific Literature,Eur J Med Chem,2021.0,,,INHIBITOR,,10.2
CHEMBL5170450,,,495.67,0.0,4.52,8; MS8511,C=CC(=O)Nc1cc(NC2CCN(C(C)C)CC2)c2cc(OC)c(OCCCN3CCCC3)cc2n1,Inhibition,'>',50.0,%,,,,UO_0000187,,,,,0,CHEMBL5129695,Inhibition of NSD2 (2 to 1365 residues) (unknown origin) at 1 uM expressed in baculovirus expression system using 3H-SAM as a substrate relative to control,B,BAO_0000019,assay format,Homo sapiens,,,,,,,,CHEMBL3108645,Histone-lysine N-methyltransferase NSD2,Homo sapiens,SINGLE PROTEIN,CHEMBL5126600,1,Scientific Literature,J Med Chem,2022.0,,Dose = 1.0 microM,INHIBITOR,,50.0
CHEMBL4854710,,,348.86,0.0,2.9,9c,Cl.Nc1cccc2c(S(=O)(=O)NCc3ccccc3)cccc12,Inhibition,,,%,,,Not Active,UO_0000187,,,,,0,CHEMBL4827185,Inhibition of human NSD2 in human RS4-11 cells assessed as effect on total histone H3 level at 5 to 50 uM measured after 4 days by Western blot analysis,B,BAO_0000219,cell-based format,Homo sapiens,,,RS4-11,,,,,CHEMBL3108645,Histone-lysine N-methyltransferase NSD2,Homo sapiens,SINGLE PROTEIN,CHEMBL4825702,1,Scientific Literature,Eur J Med Chem,2021.0,,Dose_Lower = 5.0 microM | Dose_Upper = 50.0 microM | TIME = 96.0 hr,,,
CHEMBL4741274,,,296.35,0.0,3.75,3c,CC(C)N(Cc1ccc(F)cc1)C(=O)c1ccc(C#N)cc1,Activity,,,,,,Not Active,,,,,,0,CHEMBL4736943,Binding affinity to NSD2 PWWP1 domain (unknown origin) assessed as change in aggregation temperature at 500 uM by heating at 25 to 85 degC by differential static light scattering method,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3108645,Histone-lysine N-methyltransferase NSD2,Homo sapiens,SINGLE PROTEIN,CHEMBL4732170,1,Scientific Literature,J Med Chem,2021.0,,Dose = 500.0 microM,,,
